housing,contact,month,duration,poutcome,y
yes,unknown,may,216,unknown,1
yes,unknown,may,324,unknown,1
yes,unknown,may,235,unknown,1
yes,unknown,may,203,unknown,1
yes,unknown,may,697,unknown,1
yes,unknown,may,156,unknown,1
yes,unknown,may,1182,unknown,2
yes,unknown,may,170,unknown,1
yes,unknown,may,272,unknown,1
yes,unknown,may,132,unknown,1
yes,unknown,may,271,unknown,1
yes,unknown,may,378,unknown,1
yes,unknown,may,114,unknown,1
yes,unknown,may,107,unknown,1
yes,unknown,may,383,unknown,1
yes,unknown,may,185,unknown,1
yes,unknown,may,254,unknown,1
no,unknown,may,717,unknown,1
yes,unknown,may,157,unknown,1
yes,unknown,may,85,unknown,1
yes,unknown,may,249,unknown,1
yes,unknown,may,309,unknown,1
yes,unknown,may,112,unknown,1
no,unknown,may,98,unknown,1
no,unknown,may,188,unknown,1
yes,unknown,may,148,unknown,1
yes,unknown,may,145,unknown,1
yes,unknown,may,415,unknown,1
yes,unknown,may,742,unknown,1
yes,unknown,may,37,unknown,1
yes,unknown,may,120,unknown,1
yes,unknown,may,185,unknown,1
yes,unknown,may,204,unknown,1
yes,unknown,may,1045,unknown,2
yes,unknown,may,205,unknown,1
yes,unknown,may,74,unknown,1
yes,unknown,may,51,unknown,1
no,unknown,may,190,unknown,1
yes,unknown,may,325,unknown,1
yes,unknown,may,650,unknown,2
yes,unknown,may,148,unknown,1
yes,unknown,may,212,unknown,1
yes,unknown,may,625,unknown,1
yes,unknown,may,134,unknown,1
yes,unknown,may,97,unknown,1
yes,unknown,may,438,unknown,1
yes,unknown,may,999,unknown,1
yes,unknown,may,127,unknown,1
yes,unknown,may,446,unknown,1
yes,unknown,may,217,unknown,1
yes,unknown,may,169,unknown,1
yes,unknown,may,247,unknown,1
yes,unknown,may,140,unknown,1
no,unknown,may,60,unknown,1
yes,unknown,may,99,unknown,1
yes,unknown,may,26,unknown,1
yes,unknown,may,128,unknown,1
yes,unknown,may,215,unknown,1
yes,unknown,may,64,unknown,1
yes,unknown,may,52,unknown,1
yes,unknown,may,413,unknown,1
yes,unknown,may,216,unknown,1
yes,unknown,may,292,unknown,1
yes,unknown,may,129,unknown,1
yes,unknown,may,201,unknown,1
yes,unknown,may,210,unknown,1
yes,unknown,may,114,unknown,1
yes,unknown,may,657,unknown,1
yes,unknown,may,88,unknown,1
yes,unknown,may,147,unknown,1
yes,unknown,may,443,unknown,1
yes,unknown,may,73,unknown,1
yes,unknown,may,134,unknown,1
yes,unknown,may,127,unknown,1
yes,unknown,may,1063,unknown,2
yes,unknown,may,446,unknown,1
yes,unknown,may,144,unknown,1
yes,unknown,may,196,unknown,1
yes,unknown,may,165,unknown,1
yes,unknown,may,314,unknown,1
yes,unknown,may,723,unknown,1
yes,unknown,may,1410,unknown,2
yes,unknown,may,550,unknown,1
yes,unknown,may,130,unknown,1
yes,unknown,may,307,unknown,1
yes,unknown,may,146,unknown,1
yes,unknown,may,239,unknown,1
yes,unknown,may,304,unknown,1
yes,unknown,may,114,unknown,1
yes,unknown,may,445,unknown,1
yes,unknown,may,139,unknown,1
yes,unknown,may,16,unknown,1
no,unknown,may,169,unknown,1
yes,unknown,may,125,unknown,1
yes,unknown,may,446,unknown,1
yes,unknown,may,267,unknown,1
yes,unknown,may,6,unknown,1
yes,unknown,may,15,unknown,1
no,unknown,may,1287,unknown,1
yes,unknown,may,172,unknown,1
yes,unknown,may,268,unknown,1
yes,unknown,may,89,unknown,1
yes,unknown,may,102,unknown,1
yes,unknown,may,91,unknown,1
yes,unknown,may,465,unknown,1
yes,unknown,may,274,unknown,1
yes,unknown,may,191,unknown,1
yes,unknown,may,300,unknown,1
yes,unknown,may,236,unknown,1
yes,unknown,may,614,unknown,1
yes,unknown,may,363,unknown,1
yes,unknown,may,418,unknown,1
yes,unknown,may,229,unknown,1
yes,unknown,may,221,unknown,1
yes,unknown,may,130,unknown,1
yes,unknown,may,96,unknown,1
no,unknown,may,119,unknown,1
yes,unknown,may,103,unknown,1
yes,unknown,may,843,unknown,2
yes,unknown,may,484,unknown,1
yes,unknown,may,485,unknown,1
yes,unknown,may,175,unknown,1
yes,unknown,may,138,unknown,1
yes,unknown,may,243,unknown,1
yes,unknown,may,919,unknown,1
yes,unknown,may,203,unknown,1
yes,unknown,may,247,unknown,1
yes,unknown,may,89,unknown,1
yes,unknown,may,185,unknown,1
yes,unknown,may,777,unknown,1
yes,unknown,may,340,unknown,1
yes,unknown,may,135,unknown,1
yes,unknown,may,241,unknown,1
yes,unknown,may,165,unknown,1
yes,unknown,may,26,unknown,1
yes,unknown,may,109,unknown,1
yes,unknown,may,350,unknown,1
yes,unknown,may,51,unknown,1
yes,unknown,may,226,unknown,1
yes,unknown,may,47,unknown,1
yes,unknown,may,167,unknown,1
no,unknown,may,214,unknown,1
no,unknown,may,446,unknown,1
yes,unknown,may,414,unknown,1
yes,unknown,may,153,unknown,1
yes,unknown,may,181,unknown,1
yes,unknown,may,747,unknown,1
yes,unknown,may,214,unknown,1
yes,unknown,may,270,unknown,1
yes,unknown,may,37,unknown,1
yes,unknown,may,129,unknown,1
no,unknown,may,72,unknown,1
yes,unknown,may,1392,unknown,2
no,unknown,may,725,unknown,1
yes,unknown,may,213,unknown,1
yes,unknown,may,177,unknown,1
yes,unknown,may,273,unknown,1
yes,unknown,may,480,unknown,1
yes,unknown,may,152,unknown,1
yes,unknown,may,204,unknown,1
no,unknown,may,246,unknown,1
yes,unknown,may,352,unknown,1
yes,unknown,may,190,unknown,1
yes,unknown,may,140,unknown,1
yes,unknown,may,719,unknown,2
yes,unknown,may,315,unknown,1
yes,unknown,may,225,unknown,1
yes,unknown,may,74,unknown,1
no,unknown,may,24,unknown,1
yes,unknown,may,369,unknown,1
yes,unknown,may,167,unknown,1
yes,unknown,may,64,unknown,1
yes,unknown,may,151,unknown,1
yes,unknown,may,336,unknown,1
yes,unknown,may,65,unknown,1
yes,unknown,may,93,unknown,1
yes,unknown,may,181,unknown,1
yes,unknown,may,86,unknown,1
yes,unknown,may,317,unknown,1
yes,unknown,may,120,unknown,1
no,unknown,may,388,unknown,1
yes,unknown,may,422,unknown,1
yes,unknown,may,174,unknown,1
yes,unknown,may,72,unknown,1
yes,unknown,may,126,unknown,1
yes,unknown,may,288,unknown,1
no,unknown,may,339,unknown,1
no,unknown,may,171,unknown,1
yes,unknown,may,162,unknown,1
yes,unknown,may,18,unknown,1
yes,unknown,may,129,unknown,1
yes,unknown,may,173,unknown,1
yes,unknown,may,74,unknown,1
yes,unknown,may,222,unknown,1
yes,unknown,may,692,unknown,1
yes,unknown,may,262,unknown,1
yes,unknown,may,78,unknown,1
yes,unknown,may,134,unknown,1
yes,unknown,may,323,unknown,1
yes,unknown,may,43,unknown,1
yes,unknown,may,245,unknown,1
yes,unknown,may,482,unknown,1
yes,unknown,may,207,unknown,1
yes,unknown,may,56,unknown,1
yes,unknown,may,201,unknown,1
yes,unknown,may,353,unknown,1
yes,unknown,may,554,unknown,1
yes,unknown,may,432,unknown,1
yes,unknown,may,27,unknown,1
yes,unknown,may,361,unknown,1
yes,unknown,may,248,unknown,1
no,unknown,may,162,unknown,1
yes,unknown,may,565,unknown,2
yes,unknown,may,139,unknown,1
yes,unknown,may,147,unknown,1
yes,unknown,may,287,unknown,1
yes,unknown,may,118,unknown,1
yes,unknown,may,905,unknown,2
yes,unknown,may,91,unknown,1
yes,unknown,may,111,unknown,1
yes,unknown,may,162,unknown,1
yes,unknown,may,236,unknown,1
yes,unknown,may,253,unknown,1
yes,unknown,may,73,unknown,1
yes,unknown,may,123,unknown,1
yes,unknown,may,298,unknown,1
yes,unknown,may,86,unknown,1
yes,unknown,may,420,unknown,1
yes,unknown,may,288,unknown,1
no,unknown,may,164,unknown,1
yes,unknown,may,195,unknown,1
no,unknown,may,139,unknown,1
yes,unknown,may,192,unknown,1
yes,unknown,may,226,unknown,1
yes,unknown,may,783,unknown,2
yes,unknown,may,264,unknown,1
yes,unknown,may,166,unknown,1
yes,unknown,may,27,unknown,1
yes,unknown,may,353,unknown,1
no,unknown,may,282,unknown,1
no,unknown,may,117,unknown,1
yes,unknown,may,85,unknown,1
yes,unknown,may,1106,unknown,1
yes,unknown,may,419,unknown,1
yes,unknown,may,32,unknown,1
yes,unknown,may,179,unknown,1
yes,unknown,may,872,unknown,1
no,unknown,may,114,unknown,1
no,unknown,may,52,unknown,1
yes,unknown,may,490,unknown,1
yes,unknown,may,63,unknown,1
no,unknown,may,27,unknown,1
yes,unknown,may,425,unknown,1
yes,unknown,may,189,unknown,1
yes,unknown,may,12,unknown,1
yes,unknown,may,255,unknown,1
yes,unknown,may,103,unknown,1
yes,unknown,may,210,unknown,1
no,unknown,may,261,unknown,1
yes,unknown,may,115,unknown,1
yes,unknown,may,641,unknown,1
yes,unknown,may,83,unknown,1
yes,unknown,may,370,unknown,1
yes,unknown,may,287,unknown,1
yes,unknown,may,103,unknown,1
yes,unknown,may,958,unknown,2
yes,unknown,may,232,unknown,1
yes,unknown,may,68,unknown,1
yes,unknown,may,192,unknown,1
yes,unknown,may,494,unknown,1
yes,unknown,may,166,unknown,1
yes,unknown,may,151,unknown,1
yes,unknown,may,204,unknown,1
yes,unknown,may,217,unknown,1
yes,unknown,may,180,unknown,1
yes,unknown,may,494,unknown,1
yes,unknown,may,530,unknown,1
yes,unknown,may,759,unknown,1
yes,unknown,may,85,unknown,1
no,unknown,may,137,unknown,1
yes,unknown,may,445,unknown,1
yes,unknown,may,345,unknown,1
yes,unknown,may,16,unknown,1
yes,unknown,may,32,unknown,1
yes,unknown,may,648,unknown,1
yes,unknown,may,29,unknown,1
yes,unknown,may,220,unknown,1
no,unknown,may,151,unknown,1
yes,unknown,may,290,unknown,1
yes,unknown,may,121,unknown,1
yes,unknown,may,717,unknown,1
yes,unknown,may,249,unknown,1
no,unknown,may,228,unknown,1
yes,unknown,may,122,unknown,1
yes,unknown,may,544,unknown,1
yes,unknown,may,951,unknown,1
yes,unknown,may,412,unknown,2
yes,unknown,may,211,unknown,1
yes,unknown,may,264,unknown,1
yes,unknown,may,97,unknown,1
no,unknown,may,160,unknown,1
no,unknown,may,192,unknown,1
yes,unknown,may,230,unknown,1
yes,unknown,may,97,unknown,1
yes,unknown,may,578,unknown,1
yes,unknown,may,359,unknown,1
yes,unknown,may,244,unknown,1
yes,unknown,may,111,unknown,1
yes,unknown,may,487,unknown,1
yes,unknown,may,311,unknown,1
yes,unknown,may,396,unknown,1
yes,unknown,may,59,unknown,1
yes,unknown,may,111,unknown,1
yes,unknown,may,502,unknown,1
no,unknown,may,202,unknown,1
yes,unknown,may,795,unknown,2
yes,unknown,may,135,unknown,1
yes,unknown,may,29,unknown,1
yes,unknown,may,136,unknown,1
yes,unknown,may,103,unknown,1
yes,unknown,may,171,unknown,1
yes,unknown,may,229,unknown,1
yes,unknown,may,112,unknown,1
no,unknown,may,93,unknown,1
yes,unknown,may,61,unknown,1
yes,unknown,may,35,unknown,1
yes,unknown,may,7,unknown,1
yes,unknown,may,51,unknown,1
yes,unknown,may,17,unknown,1
yes,unknown,may,504,unknown,1
yes,unknown,may,726,unknown,1
yes,unknown,may,542,unknown,1
yes,unknown,may,226,unknown,1
yes,unknown,may,153,unknown,1
yes,unknown,may,112,unknown,1
yes,unknown,may,158,unknown,1
yes,unknown,may,250,unknown,1
yes,unknown,may,294,unknown,1
yes,unknown,may,303,unknown,1
yes,unknown,may,343,unknown,1
yes,unknown,may,828,unknown,2
yes,unknown,may,206,unknown,1
yes,unknown,may,786,unknown,1
yes,unknown,may,509,unknown,1
yes,unknown,may,161,unknown,1
yes,unknown,may,125,unknown,1
yes,unknown,may,63,unknown,1
yes,unknown,may,649,unknown,2
yes,unknown,may,159,unknown,1
yes,unknown,may,211,unknown,1
yes,unknown,may,68,unknown,1
yes,unknown,may,293,unknown,1
no,unknown,may,389,unknown,1
yes,unknown,may,240,unknown,1
yes,unknown,may,145,unknown,1
no,unknown,may,59,unknown,1
yes,unknown,may,39,unknown,1
yes,unknown,may,272,unknown,1
yes,unknown,may,140,unknown,1
yes,unknown,may,53,unknown,1
yes,unknown,may,44,unknown,1
yes,unknown,may,212,unknown,1
no,unknown,may,57,unknown,1
yes,unknown,may,45,unknown,1
no,unknown,may,738,unknown,1
yes,unknown,may,102,unknown,1
yes,unknown,may,161,unknown,1
yes,unknown,may,383,unknown,1
yes,unknown,may,1091,unknown,1
yes,unknown,may,122,unknown,1
yes,unknown,may,137,unknown,1
yes,unknown,may,189,unknown,1
yes,unknown,may,88,unknown,1
yes,unknown,may,364,unknown,1
yes,unknown,may,418,unknown,1
yes,unknown,may,17,unknown,1
yes,unknown,may,233,unknown,1
yes,unknown,may,373,unknown,1
yes,unknown,may,445,unknown,1
no,unknown,may,623,unknown,1
yes,unknown,may,260,unknown,1
yes,unknown,may,316,unknown,1
yes,unknown,may,42,unknown,1
yes,unknown,may,650,unknown,1
yes,unknown,may,207,unknown,1
yes,unknown,may,226,unknown,1
yes,unknown,may,1307,unknown,1
yes,unknown,may,104,unknown,1
yes,unknown,may,143,unknown,1
yes,unknown,may,187,unknown,1
yes,unknown,may,748,unknown,1
yes,unknown,may,486,unknown,1
yes,unknown,may,492,unknown,1
yes,unknown,may,485,unknown,1
yes,unknown,may,110,unknown,1
yes,unknown,may,304,unknown,1
yes,unknown,may,51,unknown,1
yes,unknown,may,836,unknown,1
yes,unknown,may,394,unknown,1
yes,unknown,may,125,unknown,1
yes,unknown,may,288,unknown,1
yes,unknown,may,315,unknown,1
yes,unknown,may,506,unknown,2
no,unknown,may,354,unknown,1
yes,unknown,may,154,unknown,1
yes,unknown,may,184,unknown,1
yes,unknown,may,563,unknown,1
yes,unknown,may,450,unknown,1
yes,unknown,may,34,unknown,1
yes,unknown,may,518,unknown,1
yes,unknown,may,371,unknown,1
no,unknown,may,111,unknown,1
yes,unknown,may,176,unknown,1
yes,unknown,may,196,unknown,1
yes,unknown,may,85,unknown,1
yes,unknown,may,91,unknown,1
yes,unknown,may,252,unknown,1
yes,unknown,may,172,unknown,1
yes,unknown,may,265,unknown,1
yes,unknown,may,114,unknown,1
yes,unknown,may,899,unknown,1
yes,unknown,may,588,unknown,1
yes,unknown,may,393,unknown,1
yes,unknown,may,857,unknown,2
yes,unknown,may,205,unknown,1
no,unknown,may,216,unknown,1
yes,unknown,may,164,unknown,1
yes,unknown,may,162,unknown,1
no,unknown,may,178,unknown,1
yes,unknown,may,127,unknown,1
yes,unknown,may,38,unknown,1
yes,unknown,may,127,unknown,1
yes,unknown,may,660,unknown,1
no,unknown,may,1681,unknown,2
yes,unknown,may,1409,unknown,1
yes,unknown,may,208,unknown,1
yes,unknown,may,171,unknown,1
yes,unknown,may,272,unknown,1
yes,unknown,may,143,unknown,1
yes,unknown,may,150,unknown,1
yes,unknown,may,572,unknown,1
yes,unknown,may,573,unknown,1
yes,unknown,may,244,unknown,1
yes,unknown,may,384,unknown,1
yes,unknown,may,240,unknown,1
yes,unknown,may,641,unknown,1
yes,unknown,may,269,unknown,1
yes,unknown,may,488,unknown,1
yes,unknown,may,83,unknown,1
yes,unknown,may,811,unknown,1
yes,unknown,may,44,unknown,1
yes,unknown,may,681,unknown,2
yes,unknown,may,443,unknown,1
yes,unknown,may,1162,unknown,1
yes,unknown,may,1697,unknown,2
yes,unknown,may,244,unknown,1
yes,unknown,may,860,unknown,2
yes,unknown,may,295,unknown,1
yes,unknown,may,139,unknown,1
yes,unknown,may,154,unknown,1
yes,unknown,may,86,unknown,1
yes,unknown,may,65,unknown,1
yes,unknown,may,113,unknown,1
yes,unknown,may,83,unknown,1
yes,unknown,may,291,unknown,1
yes,unknown,may,394,unknown,1
yes,unknown,may,72,unknown,1
yes,unknown,may,151,unknown,1
yes,unknown,may,312,unknown,1
yes,unknown,may,56,unknown,1
yes,unknown,may,474,unknown,1
yes,unknown,may,189,unknown,1
yes,unknown,may,1094,unknown,1
yes,unknown,may,155,unknown,1
yes,unknown,may,91,unknown,1
yes,unknown,may,232,unknown,1
yes,unknown,may,446,unknown,1
yes,unknown,may,153,unknown,1
yes,unknown,may,111,unknown,1
yes,unknown,may,210,unknown,1
yes,unknown,may,72,unknown,1
yes,unknown,may,213,unknown,1
yes,unknown,may,205,unknown,1
yes,unknown,may,166,unknown,1
yes,unknown,may,142,unknown,1
yes,unknown,may,237,unknown,1
yes,unknown,may,230,unknown,1
yes,unknown,may,96,unknown,1
yes,unknown,may,162,unknown,1
yes,unknown,may,239,unknown,1
yes,unknown,may,222,unknown,1
yes,unknown,may,127,unknown,1
yes,unknown,may,69,unknown,1
yes,unknown,may,501,unknown,1
yes,unknown,may,192,unknown,1
yes,unknown,may,273,unknown,1
yes,unknown,may,281,unknown,1
yes,unknown,may,175,unknown,1
yes,unknown,may,465,unknown,1
yes,unknown,may,175,unknown,1
yes,unknown,may,116,unknown,1
yes,unknown,may,87,unknown,1
yes,unknown,may,206,unknown,1
yes,unknown,may,292,unknown,1
yes,unknown,may,49,unknown,1
yes,unknown,may,198,unknown,1
yes,unknown,may,23,unknown,1
yes,unknown,may,575,unknown,1
yes,unknown,may,67,unknown,1
yes,unknown,may,248,unknown,1
yes,unknown,may,108,unknown,1
yes,unknown,may,373,unknown,1
yes,unknown,may,112,unknown,1
yes,unknown,may,395,unknown,1
yes,unknown,may,229,unknown,1
yes,unknown,may,163,unknown,1
no,unknown,may,27,unknown,1
yes,unknown,may,135,unknown,1
yes,unknown,may,357,unknown,1
yes,unknown,may,965,unknown,1
yes,unknown,may,379,unknown,1
no,unknown,may,152,unknown,1
yes,unknown,may,36,unknown,1
yes,unknown,may,206,unknown,1
yes,unknown,may,389,unknown,1
yes,unknown,may,314,unknown,1
yes,unknown,may,66,unknown,1
yes,unknown,may,86,unknown,1
yes,unknown,may,489,unknown,1
no,unknown,may,85,unknown,1
yes,unknown,may,117,unknown,1
yes,unknown,may,149,unknown,1
yes,unknown,may,634,unknown,1
yes,unknown,may,173,unknown,1
yes,unknown,may,175,unknown,1
yes,unknown,may,151,unknown,1
yes,unknown,may,987,unknown,1
yes,unknown,may,66,unknown,1
yes,unknown,may,139,unknown,1
yes,unknown,may,281,unknown,1
yes,unknown,may,132,unknown,1
yes,unknown,may,369,unknown,1
yes,unknown,may,88,unknown,1
yes,unknown,may,799,unknown,2
yes,unknown,may,671,unknown,1
yes,unknown,may,397,unknown,1
yes,unknown,may,703,unknown,1
yes,unknown,may,935,unknown,1
yes,unknown,may,189,unknown,1
no,unknown,may,165,unknown,1
yes,unknown,may,144,unknown,1
yes,unknown,may,21,unknown,1
yes,unknown,may,234,unknown,1
yes,unknown,may,81,unknown,1
yes,unknown,may,59,unknown,1
yes,unknown,may,97,unknown,1
yes,unknown,may,233,unknown,1
yes,unknown,may,1161,unknown,1
yes,unknown,may,265,unknown,1
yes,unknown,may,173,unknown,1
yes,unknown,may,178,unknown,1
yes,unknown,may,611,unknown,2
yes,unknown,may,45,unknown,1
yes,unknown,may,203,unknown,1
yes,unknown,may,86,unknown,1
yes,unknown,may,254,unknown,1
yes,unknown,may,72,unknown,1
yes,unknown,may,239,unknown,1
yes,unknown,may,207,unknown,1
yes,unknown,may,713,unknown,1
yes,unknown,may,98,unknown,1
yes,unknown,may,165,unknown,1
yes,unknown,may,260,unknown,1
yes,unknown,may,923,unknown,2
no,unknown,may,281,unknown,1
yes,unknown,may,150,unknown,1
yes,unknown,may,433,unknown,1
yes,unknown,may,202,unknown,1
no,unknown,may,227,unknown,1
yes,unknown,may,30,unknown,1
yes,unknown,may,218,unknown,1
no,unknown,may,206,unknown,1
yes,unknown,may,362,unknown,1
no,unknown,may,315,unknown,1
no,unknown,may,672,unknown,1
yes,unknown,may,250,unknown,1
yes,unknown,may,700,unknown,1
yes,unknown,may,154,unknown,1
yes,unknown,may,190,unknown,1
yes,unknown,may,20,unknown,1
yes,unknown,may,168,unknown,1
no,unknown,may,363,unknown,1
yes,unknown,may,339,unknown,1
yes,unknown,may,521,unknown,2
yes,unknown,may,135,unknown,1
yes,unknown,may,420,unknown,1
yes,unknown,may,110,unknown,1
yes,unknown,may,142,unknown,1
no,unknown,may,173,unknown,1
yes,unknown,may,291,unknown,1
yes,unknown,may,322,unknown,1
yes,unknown,may,339,unknown,1
yes,unknown,may,304,unknown,1
yes,unknown,may,526,unknown,1
yes,unknown,may,78,unknown,1
no,unknown,may,93,unknown,1
yes,unknown,may,219,unknown,1
yes,unknown,may,72,unknown,1
yes,unknown,may,72,unknown,1
yes,unknown,may,42,unknown,1
yes,unknown,may,407,unknown,1
yes,unknown,may,136,unknown,1
yes,unknown,may,158,unknown,1
no,unknown,may,48,unknown,1
yes,unknown,may,86,unknown,1
yes,unknown,may,201,unknown,1
yes,unknown,may,214,unknown,1
yes,unknown,may,350,unknown,1
yes,unknown,may,253,unknown,1
yes,unknown,may,329,unknown,1
yes,unknown,may,110,unknown,1
yes,unknown,may,259,unknown,1
yes,unknown,may,363,unknown,1
yes,unknown,may,149,unknown,1
no,unknown,may,174,unknown,1
yes,unknown,may,260,unknown,1
yes,unknown,may,92,unknown,1
yes,unknown,may,245,unknown,1
yes,unknown,may,260,unknown,1
yes,unknown,may,346,unknown,1
yes,unknown,may,271,unknown,1
yes,unknown,may,203,unknown,1
no,unknown,may,206,unknown,1
yes,unknown,may,218,unknown,1
yes,unknown,may,621,unknown,1
yes,unknown,may,1349,unknown,2
yes,unknown,may,385,unknown,1
yes,unknown,may,509,unknown,1
yes,unknown,may,395,unknown,1
